0.43778	-0.712688
0.665128	-0.775621
0.7453	-0.719399
0.612812	-0.780659
0.599635	-0.832307
0.686059	-0.535881
0.76889	-0.727796
0.616269	-0.531124
0.586491	-0.636096
0.729368	-0.815523
0.504171	-0.899647
0.575205	-0.810015
0.6214	-0.876833
0.690764	-0.811959
0.669865	-0.611493
1.89675	-0.0603423
2.03729	-0.110258
1.9875	0.239807
2.19645	-0.173027
2.13924	-0.0556115
1.98538	-0.0645809
1.99486	-0.145171
1.90534	-0.121828
2.10389	-0.421414
2.0005	-0.370963
1.94567	-0.283098
1.97115	-0.460105
1.91745	-0.531785
1.93106	-0.623069
1.96909	-0.675839
2.0507	-0.746251
2.00197	-0.769679
2.01693	-0.775678
1.92538	-0.733126
1.98437	-0.777199
1.90954	-0.766621
1.54283	-0.571922
1.64289	-0.637555
1.45131	-0.767938
1.28456	-0.825513
1.25646	-0.815322
1.43687	-0.924099
1.40954	-0.983166
1.15143	-0.76093
1.27752	-0.727485
1.24141	-0.552449
1.18015	-0.421954
0.861214	-0.228611
0.551394	-0.556152
0.768876	-0.734068
0.577616	-0.584186
0.0836917	-0.321956
-0.0491522	-0.256584
-0.0187911	-0.238235
0.14031	-0.267579
0.229967	-0.275509
0.439096	-0.380864
0.862169	-0.612259
1.28319	-0.345518
1.36455	0.00792989
1.48862	-0.133577
1.68108	-0.293567
1.66055	-0.325589
1.75222	-0.383212
1.8092	-0.479474
1.80413	-0.617141
1.85301	-0.626157
1.60337	-0.557042
1.61574	-0.48422
1.64326	-0.50051
1.53522	-0.426907
1.447	-0.399962
1.43662	-0.428403
1.22915	-0.373598
1.07848	-0.349143
0.908832	-0.0170566
0.701781	0.189837
0.392927	0.480717
0.348026	0.478031
0.448318	0.194069
0.54362	0.0458371
0.538345	0.104704
0.845967	0.106537
0.973326	0.0869887
0.941595	0.115575
0.976557	-0.071218
1.11303	-0.32658
1.25955	-0.478767
1.48289	-0.441134
1.85202	-0.264998
1.86009	-0.0389108
2.00109	0.0667953
1.9945	0.0442091
1.89303	0.309205
1.09705	0.389545
0.986402	0.245589
0.707777	0.0323375
-0.342757	-0.225144
0.0880906	-0.185778
-0.180311	0.0105261
-0.271775	-0.0541859
0.486667	-0.42648
0.478328	-0.48163
0.751355	-0.562806
0.973278	-0.396381
1.97559	-0.412787
2.17694	-0.384548
1.91341	-0.357644
0.501064	-0.328737
0.923367	-0.393934
1.57487	-0.410036
1.88829	-0.537343
1.95133	-0.315413
1.96538	-0.113952
1.77421	0.0250924
1.40992	-0.00573681
1.20717	-0.228665
0.672166	-0.33761
0.140029	-0.295648
-0.184677	-0.123205
-0.417166	0.0488039
-0.875365	0.101998
-0.958381	-0.258907
-1.41311	0.0836
-1.01416	-0.363849
-0.756233	-0.578537
-0.693015	-0.672987
-0.113502	-0.625267
-0.0149818	-0.602682
0.43914	-0.691611
0.612963	-0.772992
0.376742	-0.81234
0.611449	-0.833498
0.610867	-0.648114
0.727314	-0.602906
0.668727	-0.495297
0.630068	-0.214621
1.12664	-0.370154
1.28583	-0.656505
1.25651	-0.77302
1.27801	-0.462321
1.43649	-0.0737608
0.145853	-0.446997
0.714984	-0.36088
1.18381	-0.529732
1.16734	-0.432055
1.21851	-0.542507
1.26443	-0.58233
1.37943	-0.660791
1.34794	-0.63822
1.16411	-0.396416
1.21013	-0.321544
1.50956	-0.305348
1.59015	-0.2502
1.79822	-0.369709
1.94517	-0.221351
2.05642	-0.0530764
1.96983	-0.141786
2.10708	-0.0187727
2.21116	0.137736
1.85989	0.222336
1.80973	0.0171162
1.5925	0.0168901
1.66273	0.0240479
1.6422	-0.162026
1.59847	-0.358384
1.44835	-0.103496
0.923515	-0.34522
0.270496	-0.550981
0.958408	-0.430041
1.12172	-0.441875
1.2613	-0.621473
1.05479	-0.522972
1.11223	-0.60143
1.58242	-0.0509066
1.79277	0.0764756
1.78777	-0.0245483
1.80678	-0.225804
1.96112	-0.0821132
1.54169	-0.189177
1.9919	-0.0389152
2.2594	-0.572046
1.74876	-0.487675
1.43041	-0.47019
1.58584	-0.370474
2.20468	-0.142708
1.94524	-0.167354
1.94444	-0.0500637
1.75316	-0.322743
1.57856	-0.241689
1.54433	-0.331185
1.34021	-0.256689
1.37531	-0.375549
1.21771	-0.554935
1.04633	-0.639824
0.82408	-0.822604
0.626651	-0.832824
0.453876	-0.845738
0.547532	-0.932645
0.741415	-0.724094
0.648931	-0.969086
0.507065	-0.780402
0.582129	-0.780898
0.615285	-0.787273
0.514647	-0.885853
0.681484	-0.394175
-0.164074	-0.557013
0.0213275	-0.766593
0.670652	-0.80959
0.530443	-1.02417
0.730376	-0.810936
0.664562	-0.555829
0.762273	-0.629502
0.679332	-0.791257
0.410126	-0.937903
0.265577	-0.8219
0.552447	-0.724295
0.246573	-0.935193
0.440475	-0.51091
1.38974	-0.512175
1.2583	-0.331795
1.16672	-0.00397624
0.843288	0.122046
1.19948	-0.0147743
1.44754	-0.199582
1.39099	-0.348135
1.43114	-0.391477
1.35247	-0.487431
1.45297	-0.589907
1.32047	-0.526502
1.29045	-0.556435
1.33141	-0.577623
1.26121	-0.598754
1.16861	-0.498058
1.14807	-0.432004
1.16303	-0.563782
1.19233	-0.643654
1.15757	-0.663793
1.11798	-0.630451
0.865263	-0.54171
0.501096	-0.380083
0.433222	-0.430917
0.366736	-0.481265
0.407058	-0.608908
0.502248	-0.703798
0.703279	-0.642898
0.960693	-0.453515
1.17288	-0.191314
1.31892	0.0444097
1.43011	0.10531
1.43153	0.103157
1.55304	-0.132229
2.06615	-0.45782
2.24375	-0.329648
1.63091	-0.140648
1.35409	-0.685992
1.80545	-0.435296
2.09981	-0.523285
1.56716	-0.365819
1.73185	-0.514103
1.80192	-0.77292
1.51482	-0.819171
1.35271	-0.779759
1.20347	-0.767912
1.00901	-0.787771
1.01487	-0.831642
0.919691	-0.733209
0.917804	-0.708335
1.01886	-0.710422
1.06639	-0.712847
1.16639	-0.678359
1.34539	-0.737525
1.52512	-0.80066
1.43806	-0.594504
1.41432	-0.521581
1.39169	-0.570191
1.3378	-0.624263
1.56288	-0.897731
1.63535	-0.88755
1.59816	-0.782491
1.66801	-0.820859
1.74536	-0.885935
1.64065	-0.836606
1.67798	-0.913087
1.67774	-0.605074
1.25118	-0.515788
1.23605	-0.580533
1.37832	-0.686586
1.58375	-0.841641
1.56409	-0.810112
1.85792	-0.780816
1.89799	-0.682629
1.8963	-0.642158
1.85572	-0.240709
1.92496	-0.143714
1.8254	-0.353019
1.8885	-0.360986
1.43019	-0.114079
1.07335	-0.422685
1.02874	-0.483026
0.953496	-0.578061
0.59132	-0.899416
0.488742	-0.99287
0.46936	-0.521884
1.64078	-0.888364
1.41227	-0.794263
1.83766	-0.570996
2.22632	-0.960766
2.33253	-0.133845
1.80825	-0.0730326
1.59871	-0.121079
1.69877	-0.0868168
1.12179	-0.383733
0.697887	-0.89451
1.01507	-0.386364
1.29965	-0.19531
1.77325	-0.0731073
1.22883	-0.111247
1.18924	-0.0526423
1.24361	-0.0199999
1.4534	-0.0157171
1.51114	0.00733617
1.50831	-0.00865313
1.28138	-0.063755
1.18097	-0.141515
0.568555	-0.759323
0.52983	-0.804219
0.78763	-0.505866
1.15633	-0.48734
1.74821	-0.362833
1.64156	-0.0465515
1.76986	-0.450552
1.43638	0.167407
1.25548	0.101279
0.328071	0.471932
-0.418514	0.285026
-0.637822	0.038242
-0.885439	-0.148573
-1.29859	-0.29473
-1.26782	-0.164796
-1.13979	-0.338168
-0.953155	-0.518038
-0.715391	-0.479723
-0.312628	-0.250457
1.1379	-0.157021
1.03805	-0.0571314
1.02141	-0.508102
1.24366	-0.178954
1.08384	-0.320671
1.25086	0.206431
0.477485	0.482459
-0.155375	0.43097
-0.388009	-0.0562895
-0.0967662	-0.36017
0.114503	-0.521321
0.297701	-0.709746
0.212579	-0.526754
0.187659	-0.430969
0.23248	-0.465335
0.942066	-0.506536
0.62486	-0.685236
0.799654	-0.54965
1.91484	-0.372853
2.24755	-0.514825
2.43502	-0.580191
2.29714	-0.823622
1.7746	-0.811911
1.85846	-0.693381
1.90301	-0.55465
1.69062	-0.306222
1.36713	-0.0531428
1.08604	0.212766
0.890584	0.226454
0.850724	-0.025121
1.45848	-0.327467
1.88196	-0.27874
2.12167	-0.438347
1.96318	-0.315906
1.81035	-0.244979
1.79238	-0.227506
1.73153	-0.0679975
1.64572	0.106462
1.46538	-0.152433
1.35353	-0.116713
1.1629	-0.280023
0.938791	-0.766347
0.907858	-0.851691
0.719478	-0.921782
1.12723	-0.436259
1.91451	-0.0412657
2.05574	-0.363334
1.95852	-0.275572
2.08606	-0.36013
2.1615	-0.33407
1.90257	-0.203359
1.48538	-0.189099
1.51965	-0.0603902
1.3687	0.32261
1.08406	0.250295
1.18775	-0.187687
1.00241	-0.540652
0.966517	-0.739892
1.04367	-0.599272
0.891263	-0.621101
1.21462	-0.766766
1.11029	-0.250297
1.65977	-0.504602
1.95092	-0.550079
2.01148	-0.746189
1.77096	-0.731809
1.77811	-0.825514
1.62614	-0.733518
1.66713	-0.73628
1.72824	-0.736917
1.87353	-0.73885
1.98196	-0.654627
1.80744	-0.654893
1.86713	-0.682148
1.80752	-0.412307
1.92231	-0.268101
1.85691	0.00314008
2.04061	-0.061789
1.85203	0.0522623
1.7035	-0.0501544
1.50868	0.0957401
1.4869	-0.050287
1.2358	-0.319983
1.11693	-0.281441
1.15802	-0.19298
1.18017	-0.228826
0.400133	-0.743734
0.449091	-0.897811
0.626127	-0.898752
0.54566	-0.780725
0.414655	-0.80285
0.5659	-0.788344
0.460308	-0.777132
0.689861	-0.769875
0.759139	-0.566721
0.744588	-0.678417
0.50188	-0.657998
0.479136	-0.26855
0.809452	-0.314955
1.03732	-0.477496
1.04996	-0.295746
1.1441	-0.197297
1.03222	0.0378342
0.614567	0.21505
0.28933	0.178452
0.16856	0.0490295
-0.220366	-0.171555
-0.318292	-0.242443
-0.409074	-0.399115
-0.358478	-0.73157
-0.313904	-0.556823
-0.183514	-0.504444
0.0164612	-0.640999
0.00469286	-0.401079
0.0868302	-0.74376
0.0464226	-0.712629
0.329509	-0.648104
1.29182	-0.144084
2.01615	-0.238996
1.88761	-0.285716
1.88833	-0.315353
1.89221	-0.217677
1.95164	-0.0164281
1.96189	0.107354
0.775498	0.272989
0.0729529	0.294525
-0.229077	-0.168466
-0.457741	-0.289719
-0.617215	0.00666857
-0.558103	-0.315476
-0.0652603	-0.194794
0.937833	0.207094
1.17513	-0.150019
1.29472	-0.470749
1.05516	-0.339138
1.35062	-0.462746
1.6149	-0.794287
1.64821	-0.768607
1.79418	-0.66818
1.74971	-0.530026
1.75327	-0.281712
1.82779	-0.180527
1.85278	-0.203887
1.7985	-0.472171
1.91946	-0.520071
1.87414	-0.435733
1.79562	-0.257992
1.88775	-0.186285
1.86545	0.0311667
1.87281	0.244919
1.87432	0.123213
1.41816	-0.117122
1.18482	0.0419078
1.3739	-0.251928
1.52588	0.165411
1.79939	0.0523179
2.20999	-0.0933289
2.37095	-0.112708
2.2757	-0.0918821
2.10684	0.0364345
2.01671	0.104521
2.01476	0.184671
2.16796	0.130569
1.85589	0.271895
1.62411	0.0486059
0.728434	-0.397282
0.385929	-0.743064
0.146455	-1.00275
-0.0496461	-1.06666
-0.153758	-1.07672
-0.0627928	-1.15949
-0.141112	-1.08685
0.345678	-0.858773
0.424575	-1.00995
0.864803	-0.737624
0.95265	-0.466645
1.03128	-0.509828
1.04617	-0.527964
1.04833	-0.509937
1.26257	-0.445799
1.53796	-0.330904
1.69425	-0.129629
1.80504	0.211908
1.96521	0.190753
1.93262	0.201938
2.17229	0.331636
2.0051	0.225467
1.89826	0.341823
1.85266	0.184773
1.87422	-0.0789479
1.82566	-0.43857
1.68283	-0.604318
1.48909	-0.167669
0.950028	-0.367902
0.362762	-0.63122
0.734216	-0.490118
1.84426	-0.513524
1.74373	-0.597093
1.74611	-0.629978
1.54481	-0.831304
1.72228	-0.96252
1.53696	-1.02102
1.42038	-0.978483
1.25844	-0.91812
1.13455	-0.835912
0.820241	-0.643368
0.455767	-0.368383
0.192356	-0.217692
0.06104	-0.142574
0.18499	-0.274914
0.566489	-0.403396
